Shape *,OBJECTID_1,objectid,cenefa_par,mdoulo_par,zona_parad,nombre_par,direccion_,localidad_,consola_pa,panel_para,audio_para,Latitud,Longitud,Nombre_Localidad,Nombre_Zona,Localidad
Point,1384,58671,088A09,A,9,Br. Alquería La Fragua,AK 68 - CL 30 Sur,8,AK 68 - CL 30 Sur (088A09),AK 68 - CL 30 Sur,Avenida Carrera 68 Calle 30 Sur,4.606838,-74.130638,Kennedy,9,Kennedy
Point,1385,58672,088A10,A,10,Pq. Lagunetas,AV. Boyacá - DG 49 Sur,6,AV. Boyacá - DG 49 Sur (088A10),AV. Boyacá - DG 49 Sur,Avenida Boyacá Diagonal 49 Sur,4.591615,-74.145097,Tunjuelito,10,Tunjuelito
Point,1386,58673,088A11,A,11,Br.  Las Acacias,DG 62 Sur - KR 20A,19,DG 62 Sur - KR 20A (088A11),DG 62 Sur - KR 20A,Diagonal 62 Sur Carrera 20 A,4.563853,-74.1424,Ciudad Bolivar,11,Ciudad Bolivar
Point,1387,58674,088A12,A,12,Br. Tenerife II Sector,CL 84 Sur - KR 14I,5,CL 84 Sur - KR 14I (088A12),CL 84 Sur - KR 14I,Autopista al Llano Carrera Segunda D,4.510178,-74.119227,Usme,12,Usme
Point,1388,58675,088A13,A,13,Br. La Gloria,DG 43A Sur - KR 6A E,4,DG 43A Sur - KR 6A E (088A13),DG 43A Sur - KR 6A E,Diagonal 43 A Sur Carrera Sexta A Este,4.546156,-74.091717,San Cristobal,13,San Cristobal
Point,1389,58676,088B09,B,9,Br. Alquería La Fragua,AK 68 - CL 30 Sur,8,AK 68 - CL 30 Sur (088B09),AK 68 - CL 30 Sur,Avenida Carrera 68 Calle 30 Sur,4.607406,-74.130283,Kennedy,9,Kennedy
Point,1390,58677,088B10,B,10,Pq. Lagunetas,AV. Boyacá - DG 49 A Sur,6,AV. Boyacá - DG 49 A Sur (088B10),AV. Boyacá - DG 49 A Sur,Avenida Boyacá Diagonal 49 A Sur,4.591382,-74.145096,Tunjuelito,10,Tunjuelito
Point,1391,58678,088C09,C,9,Br. Alquería La Fragua,AK 68 - CL 29 Sur,8,AK 68 - CL 29 Sur (088C09),AK 68 - CL 29 Sur,Avenida Carrera 68 Calle 29 Sur,4.607922,-74.129949,Kennedy,9,Kennedy
Point,1392,58679,089A00,A,0,INPEC,AC 34 - KR 28A,13,AC 34 - KR 28A (089A00),AC 34 - KR 28A,Avenida Calle 34 Carrera 28 A,4.624325,-74.07762,Teusaquillo,0,Teusaquillo
Point,1393,58680,089A01,A,1,Agrupación el Palomar,CL 140 - KR 13,1,CL 140 - KR 13 (089A01),CL 140 - KR 13,Calle 140 Carrera 13,4.721051,-74.0404,Usaquén,1,Usaquén
Point,1394,58681,089A02,A,2,C. C.  Santafé,Auto Norte - CL 187,11,Auto Norte - CL 187 (089A02),Auto Norte - CL 187,Autopista Norte Calle 187,4.76441,-74.044702,Suba,2,Suba
Point,1395,58682,089A03,A,3,Br. Tibabuyes Universal,TV 127 - DG 138C,11,TV 127 - DG 138C (089A03),TV 127 - DG 138C,Transversal 127 Diagonal 138 C,4.745088,-74.108727,Suba,3,Suba
Point,1396,58683,089A04,A,4,Villa Amalia,KR 110G - AC 72,10,KR 110G - AC 72 (089A04),KR 110G - AC 72,Carrera 110 G Avenida Calle 72,4.712317,-74.12593,Engativá,4,Engativá
Point,1397,58684,089A05,A,5,Br. Santa Cecilia,AC 53 - KR 77C,10,AC 53 - KR 77C (089A05),AC 53 - KR 77C,Avenida Calle 53 Carrera 77 C,4.677044,-74.11039,Engativá,5,Engativá
Point,1398,58685,089A06,A,6,Servisalud Capellanía,AC 22 - KR 92,9,AC 22 - KR 92 (089A06),AC 22 - KR 92,Avenida Calle 22 Carrera 92,4.668952,-74.134421,Fontibón,6,Fontibón
Point,1399,58686,089A07,A,7,Estación CAD,AV. NQS - CL 22C,16,AV. NQS - CL 22C (089A07),AV. NQS - CL 22C,Avenida N Q S Calle 22 C,4.624574,-74.083632,Puente Aranda,7,Puente Aranda
Point,1400,58687,089A09,A,9,Hogar hospitalario San José (Br. Carvajal),AV. Boyacá - CL 37 Sur,8,AV. Boyacá - CL 37 Sur (089A09),AV. Boyacá - CL 37 Sur,Avenida Boyacá Calle 37 Sur,4.613409,-74.140488,Kennedy,9,Kennedy
Point,1401,58688,089A10,A,10,Br. Verona,AV. V/cio - KR 48,19,AV. V/cio - KR 48 (089A10),AV. V/cio - KR 48,Avenida Villavicencio Carrera 48,4.576821,-74.155673,Ciudad Bolivar,10,Ciudad Bolivar
Point,1402,58689,089A11,A,11,Br.  San Francisco I Sector,DG 62 Sur - KR 22,19,DG 62 Sur - KR 22 (089A11),DG 62 Sur - KR 22,Diagonal 62 Sur Carrera 22,4.566931,-74.144584,Ciudad Bolivar,11,Ciudad Bolivar
Point,1403,58690,089A12,A,12,Br. Marichuela,CL 84 Sur - KR 14D Bis,5,CL 84 Sur - KR 14D Bis (089A12),CL 84 Sur - KR 14D Bis,Autopista al Llano Transversal Primera C,4.510431,-74.118585,Usme,12,Usme
Point,1404,58691,089A13,A,13,Br. La Gloria Oriental,DG 43A Sur - KR 6A E,4,DG 43A Sur - KR 6A E (089A13),DG 43A Sur - KR 6A E,Diagonal 43 A Sur Carrera Sexta A Este,4.54643,-74.09185,San Cristobal,13,San Cristobal
Point,1405,58692,089B02,B,2,C. C.  Santafé,Auto Norte - CL 187,11,Auto Norte - CL 187 (089B02),Auto Norte - CL 187,Autopista Norte Calle 187,4.763744,-74.044818,Suba,2,Suba
Point,1406,58693,089B09,B,9,Br. Carvajal,AV. Boyacá - CL 37 Sur,8,AV. Boyacá - CL 37 Sur (089B09),AV. Boyacá - CL 37 Sur,Avenida Boyacá Calle 37 Sur,4.612989,-74.140546,Kennedy,9,Kennedy
Point,1407,58694,089B10,B,10,Br. Verona,AV. V/cio - KR 48,19,AV. V/cio - KR 48 (089B10),AV. V/cio - KR 48,Avenida Villavicencio Carrera 48,4.577134,-74.155838,Ciudad Bolivar,10,Ciudad Bolivar
Point,1408,58695,090A00,A,0,CONACED,AC 34 - KR 24,13,AC 34 - KR 24 (090A00),AC 34 - KR 24,Avenida Calle 34 Carrera 24,4.624181,-74.075948,Teusaquillo,0,Teusaquillo
Point,1409,58696,090A01,A,1,urbanización Cedritos,CL 140 - KR 13,1,CL 140 - KR 13 (090A01),CL 140 - KR 13,Calle 140 Carrera 13,4.721149,-74.040954,Usaquén,1,Usaquén
Point,1410,58697,090A02,A,2,Br. Portales del Norte,CL 167 - AV. Villas,11,CL 167 - AV. Villas (090A02),CL 167 - AV. Villas,Calle 167 Avenida Villas,4.749619,-74.059239,Suba,2,Suba
Point,1411,58698,090A03,A,3,Br. La Gaitana,TV 127 - CL 137,11,TV 127 - CL 137 (090A03),TV 127 - CL 137,Transversal 127 Calle 137,4.744784,-74.108885,Suba,3,Suba
Point,1412,58699,090A04,A,4,Cl 72 C,KR 110G - CL 72C,10,KR 110G - CL 72C  (090A04),KR 110G - CL 72C,Carrera 110 G Calle 72 C,4.712641,-74.125869,Engativá,4,Engativá
Point,1413,58700,090A05,A,5,Br. Normandía Occidental,AC 53 - KR 77A,10,AC 53 - KR 77A (090A05),AC 53 - KR 77A,Avenida Calle 53 Carrera 77 A,4.676914,-74.110109,Engativá,5,Engativá
Point,1414,58701,090A06,A,6,Br. Atahualpa,AC 22 - KR 105,9,AC 22 - KR 105 (090A06),AC 22 - KR 105,Avenida Calle 22 Carrera 105,4.680063,-74.144441,Fontibón,6,Fontibón
Point,1415,58702,090A07,A,7,Estación CAD,AV. NQS - CL 22B,16,AV. NQS - CL 22B (090A07),AV. NQS - CL 22B,Avenida N Q S Calle 22 Be,4.622456,-74.085276,Puente Aranda,7,Puente Aranda
Point,1416,58703,090A10,A,10,U. Distrital,AV. V/cio - KR 49C,19,AV. V/cio - KR 49C (090A10),AV. V/cio - KR 49C,Avenida Villavicencio Carrera 49 C,4.579046,-74.156512,Ciudad Bolivar,10,Ciudad Bolivar
Point,1417,58704,090A11,A,11,Br.  Las Acacias,DG 62 Sur - KR 22A,19,DG 62 Sur - KR 22A (090A11),DG 62 Sur - KR 22A,Diagonal 62 Sur Carrera 22 A,4.567156,-74.14469,Ciudad Bolivar,11,Ciudad Bolivar
Point,1418,58705,090A12,A,12,Usme Rural,KR 3 - CL 139 Sur,5,KR 3 - CL 139 Sur (090A12),KR 3 - CL 139 Sur,Carrera Tercera Calle 139 Sur,4.468373,-74.128385,Usme,12,Usme
Point,1419,58706,090B10,B,10,U. Distrital,AV. V/cio - AK 51,19,AV. V/cio - AK 51 (090B10),AV. V/cio - AK 51,Avenida Villavicencio Avenida Carrera 51,4.578714,-74.156321,Ciudad Bolivar,10,Ciudad Bolivar
Point,1420,58707,091A00,A,0,Urbanización La Victoria,AC 34 - KR 21,13,AC 34 - KR 21 (091A00),AC 34 - KR 21,Avenida Calle 34 Avenida Carrera 21,4.623972,-74.075606,Teusaquillo,0,Teusaquillo
Point,1421,58708,091A01,A,1,Centro Comercial Futuro 140,CL 140 - KR 11,1,CL 140 - KR 11 (091A01),CL 140 - KR 11,Calle 140 Carrera 11,4.719037,-74.035613,Usaquén,1,Usaquén
Point,1422,58709,091A02,A,2,Urb. La Colina Campestre V Sector,AV. Villas - CL 132A,11,AV. Villas - CL 132A (091A02),AV. Villas - CL 132A,Avenida Villas Calle 132 A,4.72336,-74.06663,Suba,2,Suba
Point,1423,58710,091A03,A,3,Br. La Toscana,TV 127 - CL 132D,11,TV 127 - CL 132D (091A03),TV 127 - CL 132D,Transversal 127 Calle 132 D,4.743084,-74.111397,Suba,3,Suba
Point,1424,58711,091A04,A,4,Salón Comunal La Perla,CL 72F - KR 111C,10,CL 72F - KR 111C  (091A04),CL 72F - KR 111C,Calle 72 F Carrera 111 C,4.713726,-74.126343,Engativá,4,Engativá
Point,1425,58712,091A05,A,5,Br. Santa Cecilia,AC 53 - KR 78A,10,AC 53 - KR 78A (091A05),AC 53 - KR 78A,Avenida Calle 53 Carrera 78 A,4.678787,-74.112241,Engativá,5,Engativá
Point,1426,58713,091A06,A,6,Br. La Giralda,AC 22 - KR 105,9,AC 22 - KR 105 (091A06),AC 22 - KR 105,Avenida Calle 22 Carrera 105,4.680001,-74.144064,Fontibón,6,Fontibón
Point,1427,58714,091A07,A,7,Br. Salazar Gómez,AK 68 - CL 9,16,AK 68 - CL 9 (091A07),AK 68 - CL 9,Avenida Carrera 68 Calle Novena,4.630556,-74.121582,Puente Aranda,7,Puente Aranda
Point,1428,58715,091A08,A,8,Br. Techo,KR 78B - CL 1 Sur,8,KR 78B - CL 1 Sur (091A08),KR 78B - CL 1 Sur,Carrera 78 Be Calle Primera Sur,4.626118,-74.146941,Kennedy,8,Kennedy
Point,1429,58716,091A09,A,9,Br. Nueva York,AV. Boyacá - CL 39B Sur,8,AV. Boyacá - CL 39B Sur (091A09),AV. Boyacá - CL 39B Sur,Avenida Boyacá Calle 39 Be Sur,4.605248,-74.142247,Kennedy,9,Kennedy
Point,1430,58717,091A10,A,10,Colegio San José de Cafasso (Br. Fátima),AV. J. Gaitán C. - CL 49B Sur,6,AV. J. Gaitán C. - CL 49B Sur (091A10),AV. J. Gaitán C. - CL 49B Sur,Avenida Jorge Gaitán Cortés Calle 49 Be Sur,4.585344,-74.134817,Tunjuelito,10,Tunjuelito
Point,1431,58718,091A11,A,11,Br. La Fiscala,AV. Boyacá - KR 8,19,AV. Boyacá - KR 8 (091A11),AV. Boyacá - KR 8,Avenida Boyacá Carrera Octava,4.53227,-74.127532,Ciudad Bolivar,11,Ciudad Bolivar
Point,1432,58719,091A12,A,12,Usme Rural,KR 3 - CL 139 Sur,5,KR 3 - CL 139 Sur (091A12),KR 3 - CL 139 Sur,Carrera Tercera Calle 139 Sur,4.46841,-74.128194,Usme,12,Usme
Point,1433,58720,091B07,B,7,Br. Salazar Gómez,AK 68 - AV. Américas,16,AK 68 - AV. Américas (091B07),AK 68 - AV. Américas,Avenida Carrera 68 Avenida Américas,4.630221,-74.121726,Puente Aranda,7,Puente Aranda
Point,1434,58721,091B09,B,9,Br. Nueva York,AV. Boyacá - CL 39B Sur,8,AV. Boyacá - CL 39B Sur (091B09),AV. Boyacá - CL 39B Sur,Avenida Boyacá Calle 39 Be Sur,4.60536,-74.14221,Kennedy,9,Kennedy
Point,1435,58722,091B10,B,10,Br. Fátima,AV. J. Gaitán C. - CL 49A Sur,6,AV. J. Gaitán C. - CL 49A Sur (091B10),AV. J. Gaitán C. - CL 49A Sur,Avenida Jorge Gaitán Cortés Calle 49 A Sur,4.585397,-74.134333,Tunjuelito,10,Tunjuelito
Point,1436,58723,091C07,C,7,Br. Salazar Gómez,AK 68 - CL 9,16,AK 68 - CL 9 (091C07),AK 68 - CL 9,Avenida Carrera 68 Calle Novena,4.629893,-74.121855,Puente Aranda,7,Puente Aranda
Point,1437,58724,091D07,D,7,Br. Salazar Gómez,AK 68 - AV. Américas,16,AK 68 - AV. Américas (091D07),AK 68 - AV. Américas,Avenida Carrera 68 Avenida Américas,4.629379,-74.122083,Puente Aranda,7,Puente Aranda
Point,1438,58725,092A00,A,0,Br. Teusaquillo,AC 34 - AV. Caracas,13,AC 34 - AV. Caracas (092A00),AC 34 - AV. Caracas,Avenida Calle 34 Avenida Caracas,4.622984,-74.070052,Teusaquillo,0,Teusaquillo
Point,1439,58726,092A01,A,1,Clínica Norte,CL 140 - KR 12,1,CL 140 - KR 12 (092A01),CL 140 - KR 12,Calle 140 Carrera 12,4.71996,-74.038071,Usaquén,1,Usaquén
Point,1440,58727,092A02,A,2,Auto Norte,AC 127 - KR 46,11,AC 127 - KR 46 (092A02),AC 127 - KR 46,Avenida Calle 127 Carrera 46,4.707334,-74.056043,Suba,2,Suba
Point,1441,58728,092A03,A,3,Br. La Gaitana,TV 127 - CL 132D,11,TV 127 - CL 132D  (092A03),TV 127 - CL 132D,Transversal 127 Calle 132 D,4.742872,-74.111458,Suba,3,Suba
Point,1442,58729,092A04,A,4,KR 111C,CL 72F - KR 111C,10,CL 72F - KR 111C  (092A04),CL 72F - KR 111C,Calle 72 F Carrera 111 C,4.713671,-74.126176,Engativá,4,Engativá
Point,1443,58730,092A05,A,5,Br. Santa Cecilia,AC 53 - KR 78,10,AC 53 - KR 78 (092A05),AC 53 - KR 78,Avenida Calle 53 Carrera 78,4.67875,-74.111895,Engativá,5,Engativá
Point,1444,58731,092A07,A,7,Br. San Francisco,AC 6 - TV 47,16,AC 6 - TV 47 (092A07),AC 6 - TV 47,Avenida Calle Sexta Transversal 47,4.623055,-74.106785,Puente Aranda,7,Puente Aranda
Point,1445,58732,092A08,A,8,Br. Mandalay,AV. Américas - KR 73C,8,AV. Américas - KR 73C (092A08),AV. Américas - KR 73C,Avenida Américas Carrera 73 C,4.630636,-74.143102,Kennedy,8,Kennedy
Point,1446,58733,092A09,A,9,Parroquia San Andrés,AV. Boyacá - CL 44B Sur,8,AV. Boyacá - CL 44B Sur (092A09),AV. Boyacá - CL 44B Sur,Avenida Boyacá Calle 44 Be Sur,4.598119,-74.144867,Kennedy,9,Kennedy
Point,1447,58734,092A10,A,10,Br. Balmoral,AV. V/cio - CL 62B Sur,19,AV. V/cio - CL 62B Sur (092A10),AV. V/cio - CL 62B Sur,Avenida Villavicencio Calle 62 Be Sur,4.590689,-74.161556,Ciudad Bolivar,10,Ciudad Bolivar
Point,1448,58735,092A11,A,11,Cementerio Parque Serafín,AV. Boyacá - KR 8,19,AV. Boyacá - KR 8 (092A11),AV. Boyacá - KR 8,Avenida Boyacá Carrera Octava,4.532465,-74.127059,Ciudad Bolivar,11,Ciudad Bolivar
Point,1449,58736,092A12,A,12,Usme Centro,KR 3 - CL 138A Sur,5,KR 3 - CL 138A Sur (092A12),KR 3 - CL 138A Sur,Carrera Tercera Calle 138 A Sur,4.46954,-74.126963,Usme,12,Usme
Point,1450,58737,092A13,A,13,Plaza 20 de Julio,KR 6 - CL 24 Sur,4,KR 6 - CL 24 Sur (092A13),KR 6 - CL 24 Sur,Carrera Sexta Calle 24 Sur,4.570923,-74.093069,San Cristobal,13,San Cristobal
Point,1451,58738,092B09,B,9,Parroquia San Andrés,AV. Boyacá - CL 44B Sur,8,AV. Boyacá - CL 44B Sur (092B09),AV. Boyacá - CL 44B Sur,Avenida Boyacá Calle 44 Be Sur,4.597991,-74.144894,Kennedy,9,Kennedy
Point,1452,58739,093A00,A,0,Br. Samper,CL 34 - AK 13,3,CL 34 - AK 13  (093A00),CL 34 - AK 13,Calle 34 Avenida Carrera 13,4.622268,-74.068806,Santa Fe,0,Santa Fe
Point,1453,58740,093A01,A,1,Agrupación Verbenal,CL 140 - KR 7C,1,CL 140 - KR 7C (093A01),CL 140 - KR 7C,Calle 140 Carrera Séptima C,4.717526,-74.031985,Usaquén,1,Usaquén
Point,1454,58741,093A02,A,2,Br. Estoril,AC 100 - KR 47A,11,AC 100 - KR 47A  (093A02),AC 100 - KR 47A,Avenida Calle 100 Carrera 47 A,4.687826,-74.060154,Suba,2,Suba
Point,1455,58742,093A03,A,3,CED La Toscana,CL 132 D - KR 134,11,CL 132 D - KR 134 (093A03),CL 132 D - KR 134,Calle 132 D Carrera 134,4.743637,-74.11423,Suba,3,Suba
Point,1456,58743,093A06,A,6,Br. Ferrocaja,AK 97 - CL 23J Bis,9,AK 97 - CL 23J Bis (093A06),AK 97 - CL 23J Bis,Avenida Carrera 97 Calle 23 J Bis,4.679664,-74.133364,Fontibón,6,Fontibón
Point,1457,58744,093A07,A,7,Avenida Alsacia,AV. Boyacá - AC 12,8,AV. Boyacá - AC 12 (093A07),AV. Boyacá - AC 12,Avenida Boyacá Avenida Calle 12,4.643928,-74.133068,Kennedy,7,Kennedy
Point,1458,58745,093A08,A,8,Estación Mandalay,AV. Américas - KR 73,8,AV. Américas - KR 73 (093A08),AV. Américas - KR 73,Avenida Américas Carrera 73,4.630439,-74.141122,Kennedy,8,Kennedy
Point,1459,58746,093A09,A,9,Br. San Jorge Central,AV. 1 de Mayo - KR 35A,16,AV. 1 de Mayo - KR 35A (093A09),AV. 1 de Mayo - KR 35A,Avenida Primero de Mayo Carrera 35 A,4.597207,-74.11456,Puente Aranda,9,Puente Aranda
Point,1460,58747,093A10,A,10,Br. San Vicente Ferrer,AV. Boyacá - KR 32,6,AV. Boyacá - KR 32 (093A10),AV. Boyacá - KR 32,Avenida Boyacá Carrera 32,4.581413,-74.142512,Tunjuelito,10,Tunjuelito
Point,1461,58748,093A11,A,11,Cementerio Parque Serafín, AV. Boyacá - KR 4,19, AV. Boyacá - KR 4 (093A11), AV. Boyacá - KR 4,Avenida Boyacá Carrera Cuarta,4.525888,-74.126683,Ciudad Bolivar,11,Ciudad Bolivar
Point,1462,58749,093A12,A,12,Centro Usme,KR 3 - CL 138B Sur,5,KR 3 - CL 138B Sur (093A12),KR 3 - CL 138B Sur,Carrera Tercera Calle 138 Be Sur,4.469735,-74.126339,Usme,12,Usme
Point,1463,58750,093A13,A,13,Centro Comercial Bazar 20 de Julio,KR 6 - AV. 1 de Mayo,4,KR 6 - AV. 1 de Mayo (093A13),KR 6 - AV. 1 de Mayo,Carrera Sexta Avenida Primero de Mayo,4.558616,-74.09864,San Cristobal,13,San Cristobal
Point,1464,58751,093B02,B,2,Br. Estoril,AC 100 - KR 47A,11,AC 100 - KR 47A  (093B02),AC 100 - KR 47A,Avenida Calle 100 Carrera 47 A,4.687725,-74.059798,Suba,2,Suba
Point,1465,58752,093B03,B,3,CED La Toscana,CL 132D - KR 131,11,CL 132D - KR 131 (093B03),CL 132D - KR 131,Calle 132 D Carrera 131,4.743235,-74.113519,Suba,3,Suba
Point,1466,58753,093B07,B,7,Avenida Alsacia,AV. Boyacá - CL 11B,8,AV. Boyacá - CL 11B (093B07),AV. Boyacá - CL 11B,Avenida Boyacá Calle 11 Be,4.644177,-74.132859,Kennedy,7,Kennedy
Point,1467,58754,093B10,B,10,Br. San Vicente Ferrer,AV. Boyacá - KR 31,6,AV. Boyacá - KR 31 (093B10),AV. Boyacá - KR 31,Avenida Boyacá Carrera 31,4.580343,-74.142101,Tunjuelito,10,Tunjuelito
Point,1468,58755,093C02,C,2,Br. Estoril,AC 100 - KR 47A,11,AC 100 - KR 47A  (093C02),AC 100 - KR 47A,Avenida Calle 100 Carrera 47 A,4.687625,-74.059439,Suba,2,Suba
Point,1469,58756,093C07,C,7,Avenida Alsacia,AV. Boyacá - CL 11F,8,AV. Boyacá - CL 11F (093C07),AV. Boyacá - CL 11F,Avenida Boyacá Calle 11 F,4.644907,-74.132233,Kennedy,7,Kennedy
Point,1470,58757,094A00,A,0,Centro de Negocios Chicó Plaza,AK 15 - CL 98,2,AK 15 - CL 98 (094A00),AK 15 - CL 98,Avenida Carrera 15 Calle 98,4.683708,-74.048381,Chapinero,0,Chapinero
Point,1471,58758,094A01,A,1,Br. Lisboa,Cl140 - KR 9,1,Cl140 - KR 9 (094A01),Cl140 - KR 9,Calle140 Carrera Novena,4.717872,-74.033062,Usaquén,1,Usaquén
Point,1472,58759,094A02,A,2,Br. Atenas,AV. Boyacá - CL 139,11,AV. Boyacá - CL 139 (094A02),AV. Boyacá - CL 139,Avenida Boyacá Calle 139,4.730482,-74.06811,Suba,2,Suba
Point,1473,58760,094A03,A,3,CED La Toscana,CL 132D - KR 135,11,CL 132D - KR 135 (094A03),CL 132D - KR 135,Calle 132 D Carrera 135,4.743587,-74.114346,Suba,3,Suba
Point,1474,58761,094A04,A,4,Cl 74B,KR 112 A - CL 74B,10,KR 112 A - CL 74B (094A04),KR 112 A - CL 74B,Carrera 112 A Calle 74 Be,4.715099,-74.125204,Engativá,4,Engativá
Point,1475,58762,094A07,A,7,AC 13,AK 68- CL 12A,16,AK 68- CL 12A  (094A07),AK 68- CL 12A,Avenida Carrera 68 Calle 12 A,4.63679,-74.118615,Puente Aranda,7,Puente Aranda
Point,1476,58763,094A08,A,8,Estación Mundo Aventura,AV. Américas - KR 71B,8,AV. Américas - KR 71B (094A08),AV. Américas - KR 71B,Avenida Américas Carrera 71 Be,4.629771,-74.134471,Kennedy,8,Kennedy
Point,1477,58764,094A09,A,9,Río Fucha,AV. 1 de Mayo - KR 38B,16,AV. 1 de Mayo - KR 38B (094A09),AV. 1 de Mayo - KR 38B,Avenida Primero de Mayo Carrera 38 Be,4.599467,-74.117116,Puente Aranda,9,Puente Aranda
Point,1478,58765,094A11,A,11,Cementerio Parque Serafín,AV. Boyacá - KR 4,19,AV. Boyacá - KR 4 (094A11),AV. Boyacá - KR 4,Avenida Boyacá Carrera Cuarta,4.525659,-74.126166,Ciudad Bolivar,11,Usme
Point,1479,58766,094A12,A,12,Plaza Central de Usme,KR 3 - CL 137 Sur,5,KR 3 - CL 137 Sur (094A12),KR 3 - CL 137 Sur,Carrera Tercera Calle 137 Sur,4.471656,-74.124188,Usme,12,Usme
Point,1480,58767,094A13,A,13,Br. Calima,KR 8 - CL 21A Sur,4,KR 8 - CL 21A Sur  (094A13),KR 8 - CL 21A Sur,Carrera Octava Calle 21 A Sur,4.57359,-74.093766,San Cristobal,13,San Cristobal
Point,1481,58768,094B00,B,0,Centro de Negocios Chicó Plaza,AK 15 - CL 98,2,AK 15 - CL 98 (094B00),AK 15 - CL 98,Avenida Carrera 15 Calle 98,4.683284,-74.048508,Chapinero,0,Chapinero
Point,1482,58769,094B03,B,3,CED La Toscana,CL 132D - KR 132,11,CL 132D - KR 132 (094B03),CL 132D - KR 132,Calle 132 D Carrera 132,4.743331,-74.113862,Suba,3,Suba
Point,1483,58770,094B07,B,7,Avenida Calle 13,AK 68 - CL 12A,16,AK 68 - CL 12A  (094B07),AK 68 - CL 12A,Avenida Carrera 68 Calle 12 A,4.636305,-74.119112,Puente Aranda,7,Puente Aranda
Point,1484,58771,094B08,B,8,Estación Mundo Aventura,AV. Américas - KR 71B,8,AV. Américas - KR 71B (094B08),AV. Américas - KR 71B,Avenida Américas Carrera 71 Be,4.629632,-74.134687,Kennedy,8,Kennedy
Point,1485,58772,094B12,B,12,Plaza Central de Usme,KR 3 - CL 137 Sur,5,KR 3 - CL 137 Sur (094B12),KR 3 - CL 137 Sur,Carrera Tercera Calle 137 Sur,4.470909,-74.125289,Usme,12,Usme
Point,1486,58773,094C07,C,7,AC 13,AK 68 - CL 12A,16,AK 68 - CL 12A (094C07),AK 68 - CL 12A,Avenida Carrera 68 Calle 12 A,4.635601,-74.119476,Puente Aranda,7,Puente Aranda
Point,1487,58774,094D07,D,7,AC 13,AK 68 - CL 12,16,AK 68 - CL 12  (094D07),AK 68 - CL 12,Avenida Carrera 68 Calle 12,4.635342,-74.119586,Puente Aranda,7,Puente Aranda
Point,1488,58775,095A00,A,0,Sede Comunal 11 de Noviembre,AC 72 - KR 29,12,AC 72 - KR 29 (095A00),AC 72 - KR 29,Avenida Calle 72 Carrera 29,4.666477,-74.071577,Barrios Unidos,0,Barrios Unidos
Point,1489,58776,095A01,A,1,Centro Comercial Palatino,CL 140 - AK 7,1,CL 140 - AK 7 (095A01),CL 140 - AK 7,Calle 140 Avenida Carrera Séptima,4.716482,-74.029794,Usaquén,1,Usaquén
Point,1490,58777,095A02,A,2,Br. Prado Veraniego,CL 129 - KR 45 A,11,CL 129 - KR 45 A (095A02),CL 129 - KR 45 A,Calle 129 Carrera 45 A,4.715706,-74.05373,Suba,2,Suba
Point,1491,58778,095A03,A,3,Br. La Toscana,CL 132 D - KR 140B,11,CL 132 D - KR 140B (095A03),CL 132 D - KR 140B,Calle 132 D Carrera 140 Be,4.744547,-74.116084,Suba,3,Suba
Point,1492,58779,095A05,A,5,Pq. Empresarial El Dorado,TV 93 - AC 63,10,TV 93 - AC 63 (095A05),TV 93 - AC 63,Transversal 93 Avenida Calle 63,4.688084,-74.119154,Engativá,5,Engativá
Point,1493,58780,095A07,A,7,Br. Lusitania,AK 68 - CL 12A,8,AK 68 - CL 12A (095A07),AK 68 - CL 12A,Avenida Carrera 68 Calle 12 A,4.636065,-74.119696,Kennedy,7,Kennedy
Point,1494,58781,095A08,A,8,Estación Marsella,AV. Américas - KR 69B,8,AV. Américas - KR 69B (095A08),AV. Américas - KR 69B,Avenida Américas Carrera 69 Be,4.629219,-74.12872,Kennedy,8,Kennedy
Point,1495,58782,095A09,A,9,IED Benjamín Herrera,AV. 1 de Mayo - KR 51,16,AV. 1 de Mayo - KR 51 (095A09),AV. 1 de Mayo - KR 51,Avenida Primero de Mayo Carrera 51,4.603593,-74.123153,Puente Aranda,9,Puente Aranda
Point,1496,58783,095A10,A,10,Br. Villa Mayor Antigua,Auto Sur - CL 38 Bis Sur,15,Auto Sur - CL 38 Bis Sur (095A10),Auto Sur - CL 38 Bis Sur,Autopista Sur Calle 38 Bis Sur,4.593648,-74.122904,Antonio Nariño,10,Puente Aranda
Point,1497,58784,095A12,A,12,Plaza Central de Usme,KR 3 - CL 137 Sur,5,KR 3 - CL 137 Sur (095A12),KR 3 - CL 137 Sur,Carrera Tercera Calle 137 Sur,4.472266,-74.123543,Usme,12,Usme
Point,1498,58785,095A13,A,13,Br. 20 de Julio,KR 8 - CL 26 Sur,4,KR 8 - CL 26 Sur  (095A13),KR 8 - CL 26 Sur,Carrera Octava Calle 26 Sur,4.571197,-74.096056,San Cristobal,13,San Cristobal
Point,1499,58786,095B03,B,3,Br. La Toscana,CL 132D - KR 143A,11,CL 132D - KR 143A (095B03),CL 132D - KR 143A,Calle 132 D Carrera 143 A,4.7449,-74.116753,Suba,3,Suba
Point,1500,58787,095B07,B,7,Br. Lusitania,AK 68 - CL 12A,8,AK 68 - CL 12A (095B07),AK 68 - CL 12A,Avenida Carrera 68 Calle 12 A,4.636517,-74.119378,Kennedy,7,Kennedy
